Included,userid,userid_y,category,Pi_alters_ratio,USLR,SLR,dataset
7,malcolm-ong,tyler-hayes,CB-1H-MFN,0.5823003223508274,0.3301204819277108,0.3921015514809591,Weeplace
8,malcolm-ong,marc-covitz,CB-1H-MFN,0.6588010848569634,0.363855421686747,0.4414668547249647,Weeplace
9,malcolm-ong,zach-brock,CB-1H-MFN,0.6772621745882436,0.363855421686747,0.4724964739069111,Weeplace
10,malcolm-ong,joe-whitmarsh,CB-1H-MFN,0.7022940700194751,0.3686746987951807,0.5133991537376587,Weeplace
1,manisha-m,carla-blumenthal,CB-1H-MFN,0.5822767665807764,0.17223650385604114,0.15314401622718052,Weeplace
2,manisha-m,david-trahan,CB-1H-MFN,0.7766085997167859,0.2236503856041131,0.2718052738336714,Weeplace
3,manisha-m,alexis-dorenter,CB-1H-MFN,0.8098061108158231,0.2904884318766067,0.4340770791075051,Weeplace
4,manisha-m,laura-macleod,CB-1H-MFN,0.8505302583375981,0.3213367609254499,0.5202839756592292,Weeplace
5,manisha-m,matt-mcgee8,CB-1H-MFN,0.8636360129369662,0.32904884318766064,0.6085192697768763,Weeplace
6,manisha-m,giancarlo-pitocco,CB-1H-MFN,0.8819582562620907,0.34704370179948585,0.6855983772819473,Weeplace
7,manisha-m,jessica01,CB-1H-MFN,0.8968337879016645,0.3650385604113111,0.768762677484787,Weeplace
8,manisha-m,kate-goldsmith,CB-1H-MFN,0.9076901328089256,0.38303341902313626,0.8468559837728195,Weeplace
9,manisha-m,chris-ayres,CB-1H-MFN,0.933782108674384,0.4087403598971722,0.9452332657200812,Weeplace
10,manisha-m,vishal-sapra,CB-1H-MFN,0.9429550926557294,0.4318766066838046,1.0801217038539557,Weeplace
1,marcelino-alvarez,brooke-lynn-luat,CB-1H-MFN,0.7424130210617281,0.22038567493112948,0.2641921397379913,Weeplace
2,marcelino-alvarez,rick-turoczy,CB-1H-MFN,0.7971769619856887,0.27548209366391185,0.490174672489083,Weeplace
3,marcelino-alvarez,jon-carlaw,CB-1H-MFN,0.8572362576273481,0.3002754820936639,0.6102620087336245,Weeplace
4,marcelino-alvarez,jill-nussbaum,CB-1H-MFN,0.8654050176473522,0.3168044077134986,0.6419213973799127,Weeplace
5,marcelino-alvarez,akshay-dodeja,CB-1H-MFN,0.8976694506116504,0.349862258953168,0.75,Weeplace
6,marcelino-alvarez,amber-case,CB-1H-MFN,0.9330504068550262,0.3856749311294766,0.8668122270742358,Weeplace
7,marcelino-alvarez,ted-ladue,CB-1H-MFN,0.9349815708911056,0.3884297520661157,0.8831877729257642,Weeplace
8,marcelino-alvarez,zach-brock,CB-1H-MFN,0.9383271633975964,0.3884297520661157,0.910480349344978,Weeplace
9,marcelino-alvarez,ana-andjelic,CB-1H-MFN,0.9419397989826136,0.3884297520661157,0.9301310043668122,Weeplace
10,marcelino-alvarez,katie-nagl,CB-1H-MFN,0.9433559476106697,0.3884297520661157,0.9508733624454148,Weeplace
1,marci-ikeler,aaron-rutledge,CB-1H-MFN,0.4804041974149717,0.4615384615384616,0.2809917355371901,Weeplace
2,marci-ikeler,matthew-lucero,CB-1H-MFN,0.5458389262967497,0.5307692307692308,0.3801652892561984,Weeplace
3,marci-ikeler,chuck-masucci,CB-1H-MFN,0.5715678792224895,0.5487179487179488,0.4719926538108356,Weeplace
4,marci-ikeler,beep-iams,CB-1H-MFN,0.6026880957984024,0.5743589743589743,0.5500459136822773,Weeplace
5,marci-ikeler,richard-whitesell,CB-1H-MFN,0.6166217017407676,0.5846153846153846,0.5977961432506887,Weeplace
6,marci-ikeler,andrew-hess,CB-1H-MFN,0.6301793568122763,0.5871794871794872,0.6538108356290174,Weeplace
7,marci-ikeler,hanna-kim,CB-1H-MFN,0.6409422925711377,0.5897435897435898,0.7052341597796143,Weeplace
8,marci-ikeler,thais-lima,CB-1H-MFN,0.6446272936314213,0.5948717948717949,0.7630853994490359,Weeplace
9,marci-ikeler,davide-folletto-casali,CB-1H-MFN,0.6479066128830601,0.6,0.7741046831955923,Weeplace
10,marci-ikeler,ben-malbon,CB-1H-MFN,0.6553982861748905,0.6076923076923076,0.8071625344352618,Weeplace
1,maria-ogneva,tina-hui,CB-1H-MFN,0.24605697015740105,0.2900232018561485,0.21967213114754094,Weeplace
2,maria-ogneva,krystyl-b,CB-1H-MFN,0.4398508364797353,0.38283062645011606,0.4043715846994536,Weeplace
3,maria-ogneva,ben-parr,CB-1H-MFN,0.5097494094147391,0.4013921113689095,0.5398907103825137,Weeplace
4,maria-ogneva,danielle-morrill,CB-1H-MFN,0.5636531194007417,0.4454756380510441,0.6524590163934426,Weeplace
5,maria-ogneva,seth-blank,CB-1H-MFN,0.5942240120521196,0.4617169373549884,0.7486338797814208,Weeplace
6,maria-ogneva,nathaniel-mcnamara,CB-1H-MFN,0.6084671911266125,0.468677494199536,0.8010928961748633,Weeplace
7,maria-ogneva,tony-lazzari,CB-1H-MFN,0.6239475559905904,0.4802784222737819,0.8360655737704918,Weeplace
8,maria-ogneva,tyler-willis,CB-1H-MFN,0.6674958396035154,0.4918793503480278,0.93551912568306,Weeplace
9,maria-ogneva,patrice-callender,CB-1H-MFN,0.6698483336361654,0.4988399071925754,0.9475409836065574,Weeplace
10,maria-ogneva,laura-levitan,CB-1H-MFN,0.6770915656848114,0.5011600928074246,0.9726775956284152,Weeplace
1,mark-burstiner,kibbe,CB-1H-MFN,0.7755168240514706,0.471830985915493,0.4143094841930117,Weeplace
2,mark-burstiner,tony-bacigalupo,CB-1H-MFN,0.8452156793555551,0.5586854460093896,0.5856905158069884,Weeplace
3,mark-burstiner,brian-papa,CB-1H-MFN,0.9070106350264118,0.5985915492957746,0.7554076539101497,Weeplace
4,mark-burstiner,damien-basile,CB-1H-MFN,0.9098520048849807,0.6525821596244131,0.9342762063227952,Weeplace
5,mark-burstiner,jason-kende,CB-1H-MFN,0.9281330477430838,0.6666666666666666,1.0216306156405992,Weeplace
6,mark-burstiner,sarah-cooley,CB-1H-MFN,0.9478261810065564,0.687793427230047,1.1414309484193013,Weeplace
7,mark-burstiner,ana-h,CB-1H-MFN,0.9604523057151172,0.6971830985915493,1.2662229617304492,Weeplace
8,mark-burstiner,peter-chislett,CB-1H-MFN,0.970591956449924,0.7042253521126759,1.3019966722129783,Weeplace
9,mark-burstiner,sarah-wulfeck,CB-1H-MFN,0.9806617646270788,0.7206572769953051,1.3535773710482528,Weeplace
10,mark-burstiner,seth-blank,CB-1H-MFN,0.9879505387966326,0.7253521126760564,1.4259567387687189,Weeplace
1,mark-g,irene-tien,CB-1H-MFN,0.15314991320406388,0.08827085852478839,0.04530201342281879,Weeplace
2,mark-g,damien-basile,CB-1H-MFN,0.404385804419259,0.21765417170495768,0.12248322147651007,Weeplace
3,mark-g,dave-s,CB-1H-MFN,0.5120520838180184,0.2575574365175333,0.16247203579418346,Weeplace
4,mark-g,caroline-mccarthy,CB-1H-MFN,0.607918676313164,0.30350665054413545,0.2329418344519016,Weeplace
5,mark-g,robert-scoble,CB-1H-MFN,0.6200779060236552,0.313180169286578,0.24384787472035796,Weeplace
6,mark-g,david-lifson,CB-1H-MFN,0.6307907406682828,0.3192261185006046,0.2589485458612976,Weeplace
7,mark-g,adam-ostrow,CB-1H-MFN,0.6370787194972054,0.3301088270858525,0.2771252796420582,Weeplace
8,mark-g,fred-wilson,CB-1H-MFN,0.6870391676541588,0.3688029020556227,0.3243847874720358,Weeplace
9,mark-g,dens,CB-1H-MFN,0.7100904744128246,0.3845223700120919,0.3649328859060403,Weeplace
10,mark-g,hung-truong,CB-1H-MFN,0.7115377126156252,0.3857315598548972,0.3724832214765101,Weeplace
1,mark-himmelsbach,jonathan-vu,CB-1H-MFN,0.4379658885704243,0.07151515151515153,0.10965133906013136,Weeplace
2,mark-himmelsbach,eb-butner,CB-1H-MFN,0.5109268528746027,0.10909090909090907,0.19656392117230925,Weeplace
3,mark-himmelsbach,ted-sink,CB-1H-MFN,0.6440890388563824,0.15393939393939393,0.2844871147043961,Weeplace
4,mark-himmelsbach,david-weisfelner,CB-1H-MFN,0.6800066895055576,0.17939393939393938,0.3233956543708944,Weeplace
5,mark-himmelsbach,scott-orn,CB-1H-MFN,0.7369335202593847,0.2206060606060606,0.3582617483577564,Weeplace
6,mark-himmelsbach,melanie-wong,CB-1H-MFN,0.7607510187626503,0.2412121212121212,0.4249621020717534,Weeplace
7,mark-himmelsbach,brooke-lynn-luat,CB-1H-MFN,0.7828256626192029,0.2545454545454545,0.4411318847902981,Weeplace
8,mark-himmelsbach,alli,CB-1H-MFN,0.7797633546228397,0.263030303030303,0.461344113188479,Weeplace
9,mark-himmelsbach,david-hegarty,CB-1H-MFN,0.7913369069222088,0.27515151515151515,0.4805457301667509,Weeplace
10,mark-himmelsbach,justin-schultz,CB-1H-MFN,0.8080705383567679,0.28363636363636363,0.5133906013137949,Weeplace
1,martin-thornkvist,olof-werngren,CB-1H-MFN,0.4282488789378644,0.2148936170212766,0.2433048433048433,Weeplace
2,martin-thornkvist,pelle-sten,CB-1H-MFN,0.6033413355162529,0.2595744680851064,0.2985754985754986,Weeplace
3,martin-thornkvist,joakim-eriksson,CB-1H-MFN,0.6556736550665369,0.274468085106383,0.3276353276353277,Weeplace
4,martin-thornkvist,joel-borjesson,CB-1H-MFN,0.7600855443671313,0.2936170212765957,0.3441595441595441,Weeplace
5,martin-thornkvist,hampus-jakobsson,CB-1H-MFN,0.7717885106291844,0.3276595744680851,0.41937321937321936,Weeplace
6,martin-thornkvist,peter-hansen,CB-1H-MFN,0.7723104216152953,0.3276595744680851,0.4227920227920228,Weeplace
7,martin-thornkvist,sarah-g,CB-1H-MFN,0.7767482716939135,0.3468085106382979,0.4290598290598289,Weeplace
8,martin-thornkvist,chris-bergman,CB-1H-MFN,0.7774633417689917,0.35106382978723405,0.4319088319088319,Weeplace
9,martin-thornkvist,ryan-schroeder9,CB-1H-MFN,0.7785321115901263,0.3574468085106383,0.43532763532763535,Weeplace
10,martin-thornkvist,david-lifson,CB-1H-MFN,0.7797620969614601,0.3595744680851064,0.4393162393162393,Weeplace
1,mary-ann-porch,daniel-mcg,CB-1H-MFN,0.7079800241693474,0.43966712898751736,0.3035563082133785,Weeplace
2,mary-ann-porch,alex-payne9,CB-1H-MFN,0.7707541194247953,0.4646324549237171,0.3484335309060119,Weeplace
3,mary-ann-porch,jennifer-mcknight,CB-1H-MFN,0.8180795237204742,0.4826629680998613,0.3937341236240474,Weeplace
4,mary-ann-porch,ari-greenberg,CB-1H-MFN,0.8428150361279036,0.5187239944521498,0.4724809483488569,Weeplace
5,mary-ann-porch,eshin,CB-1H-MFN,0.8522825000617075,0.5284327323162274,0.5105842506350551,Weeplace
6,mary-ann-porch,chris-walbert,CB-1H-MFN,0.8582873636750727,0.5339805825242718,0.5397967823878069,Weeplace
7,mary-ann-porch,rose-ahn,CB-1H-MFN,0.8744251033990067,0.5436893203883495,0.5681625740897545,Weeplace
8,mary-ann-porch,scott-leonardis,CB-1H-MFN,0.8771765167294442,0.5450762829403606,0.5795935647756139,Weeplace
9,mary-ann-porch,neil-despres,CB-1H-MFN,0.8863917592337061,0.5547850208044383,0.6054191363251482,Weeplace
10,mary-ann-porch,beth-ferreira,CB-1H-MFN,0.922622838182514,0.565880721220527,0.6350550381033023,Weeplace
1,mary-crosse,christian-de-botton,CB-1H-MFN,0.3530896783166484,0.06713780918727916,0.13073852295409186,Weeplace
2,mary-crosse,tim-nolan,CB-1H-MFN,0.5747835597661539,0.09540636042402828,0.2684630738522954,Weeplace
3,mary-crosse,ben-alter,CB-1H-MFN,0.6524231937756959,0.1431095406360424,0.3183632734530938,Weeplace
4,mary-crosse,edmund-salvacion,CB-1H-MFN,0.675012489139264,0.1519434628975265,0.3373253493013972,Weeplace
5,mary-crosse,al-shaw,CB-1H-MFN,0.7196164336400319,0.17137809187279152,0.3682634730538922,Weeplace
6,mary-crosse,matthieu-chereau,CB-1H-MFN,0.7379952024456382,0.17491166077738515,0.37924151696606784,Weeplace
7,mary-crosse,peter-bihr,CB-1H-MFN,0.7494123980809366,0.1802120141342756,0.3922155688622754,Weeplace
8,mary-crosse,morgan-missentzis,CB-1H-MFN,0.7589719448224268,0.1978798586572438,0.4271457085828344,Weeplace
9,mary-crosse,dario-meli,CB-1H-MFN,0.8094796325838158,0.23498233215547706,0.4840319361277445,Weeplace
10,mary-crosse,martin-waxman,CB-1H-MFN,0.8129679144605352,0.23498233215547706,0.4970059880239521,Weeplace
1,matt-biddulph,boris-anthony,CB-1H-MFN,0.5892663011892868,0.2352941176470588,0.2419354838709677,Weeplace
2,matt-biddulph,claire-rowland,CB-1H-MFN,0.6542768304906204,0.2610294117647059,0.27419354838709675,Weeplace
3,matt-biddulph,matthias-pfaff,CB-1H-MFN,0.7464160585822199,0.3014705882352941,0.35304659498207885,Weeplace
4,matt-biddulph,jordan-running,CB-1H-MFN,0.7578144133647765,0.3125,0.3655913978494624,Weeplace
5,matt-biddulph,zach-brock,CB-1H-MFN,0.821229884743151,0.34558823529411764,0.3996415770609319,Weeplace
6,matt-biddulph,peter-bihr,CB-1H-MFN,0.8898283740317184,0.3860294117647059,0.485663082437276,Weeplace
7,matt-biddulph,roel-van-der-ven,CB-1H-MFN,0.9071246085341258,0.4044117647058824,0.517921146953405,Weeplace
8,matt-biddulph,darrell-silver,CB-1H-MFN,0.9176265176387344,0.4117647058823529,0.53584229390681,Weeplace
9,matt-biddulph,david-noel,CB-1H-MFN,0.9408476899499804,0.4522058823529412,0.6397849462365591,Weeplace
10,matt-biddulph,fee-beyer,CB-1H-MFN,0.889201745161884,0.4669117647058824,0.7777777777777778,Weeplace
1,matt-galligan,micah-baldwin,CB-1H-MFN,0.7376174506146529,0.2845010615711253,0.32971014492753625,Weeplace
2,matt-galligan,andrew-mager,CB-1H-MFN,0.8260451464109019,0.4033970276008493,0.5090579710144928,Weeplace
3,matt-galligan,daniel-newman,CB-1H-MFN,0.9009033409597852,0.4564755838641189,0.6757246376811594,Weeplace
4,matt-galligan,seth-blank,CB-1H-MFN,0.9206343435840322,0.4798301486199576,0.7617753623188406,Weeplace
5,matt-galligan,alex-white,CB-1H-MFN,0.9650232531359688,0.5307855626326964,0.9936594202898552,Weeplace
6,matt-galligan,devin-reams,CB-1H-MFN,0.9885005142564232,0.564755838641189,1.1096014492753623,Weeplace
7,matt-galligan,chris-hutchins,CB-1H-MFN,1.008551707287727,0.5668789808917197,1.1920289855072463,Weeplace
8,matt-galligan,mike-doeff,CB-1H-MFN,1.0196572907049732,0.5796178343949044,1.2246376811594204,Weeplace
9,matt-galligan,brad-feld,CB-1H-MFN,1.046688830678279,0.5966029723991507,1.365942028985507,Weeplace
10,matt-galligan,benton-barnett,CB-1H-MFN,1.0513894999120252,0.6029723991507431,1.394927536231884,Weeplace
1,matt-hunter,andrew-mager,CB-1H-MFN,0.3530237385005984,0.2262773722627737,0.2282157676348548,Weeplace
2,matt-hunter,matt-galligan,CB-1H-MFN,0.503850979089033,0.2445255474452555,0.3381742738589212,Weeplace
3,matt-hunter,amish-shah,CB-1H-MFN,0.5804844100217403,0.2591240875912409,0.3931535269709544,Weeplace
4,matt-hunter,matt-pakes,CB-1H-MFN,0.6494272590787876,0.2773722627737226,0.4522821576763486,Weeplace
5,matt-hunter,chris-hutchins,CB-1H-MFN,0.6914042872264178,0.28102189781021897,0.5114107883817427,Weeplace
6,matt-hunter,anna-d,CB-1H-MFN,0.7076583712367461,0.291970802919708,0.5487551867219918,Weeplace
7,matt-hunter,mark-adkins,CB-1H-MFN,0.7320937278504139,0.31204379562043794,0.5746887966804979,Weeplace
8,matt-hunter,joel-franusic,CB-1H-MFN,0.7918307541493709,0.3284671532846715,0.6358921161825726,Weeplace
9,matt-hunter,hung-truong,CB-1H-MFN,0.7956144809488508,0.3284671532846715,0.6535269709543569,Weeplace
10,matt-hunter,jason-scott,CB-1H-MFN,0.8032996454651208,0.3321167883211679,0.6877593360995851,Weeplace
1,matt-hurst,byrne-hobart,CB-1H-MFN,0.3813455856558902,0.06268221574344024,0.13132530120481928,Weeplace
2,matt-hurst,ishmael-vasquez,CB-1H-MFN,0.5114743397285098,0.13994169096209913,0.20602409638554214,Weeplace
3,matt-hurst,ryan-matzner,CB-1H-MFN,0.5357836737941389,0.18658892128279886,0.31626506024096385,Weeplace
4,matt-hurst,alhan-keser,CB-1H-MFN,0.5617671238399496,0.20116618075801748,0.3698795180722891,Weeplace
5,matt-hurst,mary-elise-chavez,CB-1H-MFN,0.5634065454293837,0.21428571428571427,0.4243975903614458,Weeplace
6,matt-hurst,jenna-odett,CB-1H-MFN,0.6807728641369735,0.2376093294460641,0.5012048192771085,Weeplace
7,matt-hurst,michelle-neuringer,CB-1H-MFN,0.6869964911390393,0.2405247813411079,0.5162650602409639,Weeplace
8,matt-hurst,justin-moore,CB-1H-MFN,0.6984646669332366,0.2565597667638484,0.5433734939759036,Weeplace
9,matt-hurst,sean-aaron,CB-1H-MFN,0.7070486575468742,0.26239067055393583,0.5731927710843373,Weeplace
10,matt-hurst,natalie-fleysher,CB-1H-MFN,0.713369718883305,0.2784256559766764,0.6165662650602409,Weeplace
1,matt-van-horn,bob-buch,CB-1H-MFN,0.6820275050681189,0.11820652173913045,0.08476517754868271,Weeplace
2,matt-van-horn,chris-hutchins,CB-1H-MFN,0.8596536472188703,0.19293478260869565,0.147766323024055,Weeplace
3,matt-van-horn,zak-j,CB-1H-MFN,0.8730662943249669,0.22010869565217392,0.19129438717067584,Weeplace
4,matt-van-horn,zach-brock,CB-1H-MFN,0.9154502766293824,0.2486413043478261,0.2256586483390607,Weeplace
5,matt-van-horn,caroline-mccarthy,CB-1H-MFN,0.7981432740903902,0.3070652173913043,0.3029782359679267,Weeplace
6,matt-van-horn,brian-wong0,CB-1H-MFN,0.8211337471111052,0.3138586956521739,0.3304696449026346,Weeplace
7,matt-van-horn,adam-ostrow,CB-1H-MFN,0.8317875437553468,0.3301630434782609,0.3596792668957617,Weeplace
8,matt-van-horn,cap-watkins,CB-1H-MFN,0.8403417562628397,0.36005434782608703,0.42668957617411213,Weeplace
9,matt-van-horn,idan-cohen,CB-1H-MFN,0.8521989396943991,0.3654891304347826,0.4581901489117984,Weeplace
10,matt-van-horn,ted-rheingold,CB-1H-MFN,0.8801799421122305,0.3980978260869565,0.5274914089347079,Weeplace
1,matt-wurst,nicole-hering,CB-1H-MFN,0.1641058570125067,0.09851301115241637,0.17318757192174913,Weeplace
2,matt-wurst,sarah-hofstetter,CB-1H-MFN,0.3122182922780831,0.14869888475836432,0.2807825086306099,Weeplace
3,matt-wurst,david-berkowitz,CB-1H-MFN,0.4225773452722331,0.23605947955390336,0.4654775604142693,Weeplace
4,matt-wurst,mae-karwowski,CB-1H-MFN,0.4930973634655215,0.26022304832713755,0.5425776754890679,Weeplace
5,matt-wurst,orli-sharaby,CB-1H-MFN,0.5361924205575697,0.26579925650557623,0.5736478711162255,Weeplace
6,matt-wurst,shankar-gupta,CB-1H-MFN,0.5815891748558222,0.26579925650557623,0.6150747986191024,Weeplace
7,matt-wurst,eugene-chung,CB-1H-MFN,0.6002792334224027,0.2713754646840149,0.6513233601841196,Weeplace
8,matt-wurst,rg-logan,CB-1H-MFN,0.6081565021052325,0.28810408921933084,0.6835443037974683,Weeplace
9,matt-wurst,kelly-williams,CB-1H-MFN,0.6138572148427897,0.2899628252788104,0.6944764096662831,Weeplace
10,matt-wurst,gavin,CB-1H-MFN,0.618215719433508,0.29182156133829,0.7232451093210587,Weeplace
1,matthew-caldecutt,damien-basile,CB-1H-MFN,0.07785001294845753,0.2584615384615385,0.1771356783919598,Weeplace
2,matthew-caldecutt,emilyspearl,CB-1H-MFN,0.3790752875191378,0.3369230769230769,0.2971105527638191,Weeplace
3,matthew-caldecutt,andrew-graham,CB-1H-MFN,0.464420333323465,0.3692307692307693,0.3743718592964824,Weeplace
4,matthew-caldecutt,brian-papa,CB-1H-MFN,0.5327798227645091,0.3907692307692308,0.4755025125628141,Weeplace
5,matthew-caldecutt,ryan-lawler,CB-1H-MFN,0.5906452178699034,0.42615384615384616,0.5577889447236181,Weeplace
6,matthew-caldecutt,brian-stelter,CB-1H-MFN,0.62248478797697,0.4538461538461538,0.6375628140703518,Weeplace
7,matthew-caldecutt,ryan-matzner,CB-1H-MFN,0.664730110639427,0.4723076923076923,0.7047738693467337,Weeplace
8,matthew-caldecutt,nichelle-stephens,CB-1H-MFN,0.6854416448532156,0.4830769230769231,0.7449748743718593,Weeplace
9,matthew-caldecutt,yuna-park,CB-1H-MFN,0.7136777074293851,0.4969230769230769,0.8178391959798995,Weeplace
10,matthew-caldecutt,tim-kane,CB-1H-MFN,0.7259019244338761,0.5076923076923077,0.8718592964824119,Weeplace
1,matthew-lucero,aaron-rutledge,CB-1H-MFN,0.13694746838481944,0.13636363636363635,0.07282415630550622,Weeplace
2,matthew-lucero,richard-whitesell,CB-1H-MFN,0.2958953032092008,0.24880382775119614,0.14209591474245115,Weeplace
3,matthew-lucero,ike-brooker,CB-1H-MFN,0.6807928503120169,0.3253588516746411,0.3259325044404973,Weeplace
4,matthew-lucero,michael-janiak,CB-1H-MFN,0.7252623050746692,0.3397129186602871,0.5683836589698046,Weeplace
5,matthew-lucero,chuck-masucci,CB-1H-MFN,0.8859365787080853,0.4186602870813397,0.6900532859680284,Weeplace
6,matthew-lucero,zachary-mcgeary,CB-1H-MFN,0.9037202468344494,0.423444976076555,0.7628774422735346,Weeplace
7,matthew-lucero,andrew-hess,CB-1H-MFN,0.9171773756819817,0.44258373205741625,0.8197158081705151,Weeplace
8,matthew-lucero,beep-iams,CB-1H-MFN,0.9338155959699972,0.4617224880382775,0.8756660746003553,Weeplace
9,matthew-lucero,hanna-kim,CB-1H-MFN,0.9456540583673624,0.4880382775119617,0.9404973357015984,Weeplace
10,matthew-lucero,veena-r,CB-1H-MFN,0.9526269744021638,0.5167464114832536,1.0825932504440496,Weeplace
1,maura-johnston,lindsay-robertson,CB-1H-MFN,0.7978982131605372,0.07021791767554479,0.04869684499314129,Weeplace
2,maura-johnston,christina-lupinacci,CB-1H-MFN,0.6222161925838449,0.11743341404358355,0.08984910836762687,Weeplace
3,maura-johnston,tim-kane,CB-1H-MFN,0.6040496103765599,0.1815980629539952,0.1721536351165981,Weeplace
4,maura-johnston,madeleine-di-gangi,CB-1H-MFN,0.6094737848037516,0.22760290556900725,0.24554183813443076,Weeplace
5,maura-johnston,ryan-brown0,CB-1H-MFN,0.6278388193075183,0.25302663438256656,0.3031550068587105,Weeplace
6,maura-johnston,kristin-maverick,CB-1H-MFN,0.6535285625208066,0.28934624697336564,0.406721536351166,Weeplace
7,maura-johnston,evan-cohen,CB-1H-MFN,0.6920546167849602,0.2978208232445521,0.4396433470507545,Weeplace
8,maura-johnston,lauren-bertolini,CB-1H-MFN,0.7086748911974755,0.3002421307506053,0.4588477366255144,Weeplace
9,maura-johnston,selene-liszka,CB-1H-MFN,0.7184148703344417,0.3135593220338983,0.5267489711934157,Weeplace
10,maura-johnston,brandi-clinch,CB-1H-MFN,0.7239075061492871,0.31840193704600483,0.5377229080932785,Weeplace
1,maxime-barbier,soraya-khireddine,CB-1H-MFN,0.6104507030220602,0.053418803418803416,0.0659090909090909,Weeplace
2,maxime-barbier,staart-fr,CB-1H-MFN,0.6266287138748766,0.08547008547008547,0.12272727272727273,Weeplace
3,maxime-barbier,olivier-sedille,CB-1H-MFN,0.592984684352604,0.1346153846153846,0.1875,Weeplace
4,maxime-barbier,jeremy-benmoussa,CB-1H-MFN,0.610956963919307,0.21581196581196585,0.2346590909090909,Weeplace
5,maxime-barbier,shigaepouyen,CB-1H-MFN,0.6079885542062834,0.22008547008547008,0.2619318181818181,Weeplace
6,maxime-barbier,jean-philippe-ferrier,CB-1H-MFN,0.6117246517764671,0.2307692307692308,0.2721590909090909,Weeplace
7,maxime-barbier,thibaud-michel,CB-1H-MFN,0.6229677736970828,0.2307692307692308,0.2784090909090909,Weeplace
8,maxime-barbier,julien-giner,CB-1H-MFN,0.6300824663990513,0.2371794871794872,0.28920454545454544,Weeplace
9,maxime-barbier,amandine-rod,CB-1H-MFN,0.6323293034694272,0.2521367521367521,0.3079545454545455,Weeplace
10,maxime-barbier,sarah-heesterbeek,CB-1H-MFN,0.6465335743806293,0.29273504273504275,0.35511363636363635,Weeplace
1,maya-baratz,caroline-mccarthy,CB-1H-MFN,0.05309401342228959,0.3257698541329012,0.1918340894361633,Weeplace
2,maya-baratz,ryan-sarver,CB-1H-MFN,0.4737395764265744,0.4294975688816856,0.33830200907323393,Weeplace
3,maya-baratz,melody-mccloskey,CB-1H-MFN,0.557705485746994,0.5040518638573744,0.44134802333117307,Weeplace
4,maya-baratz,nate-bolt,CB-1H-MFN,0.6228757736510949,0.5591572123176661,0.5541153596889177,Weeplace
5,maya-baratz,kyle-m,CB-1H-MFN,0.6515009507552636,0.5883306320907618,0.6390149060272197,Weeplace
6,maya-baratz,keith-robinson,CB-1H-MFN,0.67945586623157,0.6239870340356564,0.7835385612443292,Weeplace
7,maya-baratz,vince-maniago,CB-1H-MFN,0.837843932461474,0.6369529983792545,0.9248217757615036,Weeplace
8,maya-baratz,andrew-mager,CB-1H-MFN,0.8596399453287715,0.6709886547811994,1.0803629293583927,Weeplace
9,maya-baratz,jason-shellen,CB-1H-MFN,0.8685634363086409,0.6774716369529984,1.125729099157485,Weeplace
10,maya-baratz,burt-herman,CB-1H-MFN,0.8787799340594975,0.6904376012965965,1.202203499675956,Weeplace
1,meghan-keane,mark-graham,CB-1H-MFN,0.9568128933729816,0.5183752417794971,0.4958762886597938,Weeplace
2,meghan-keane,alli,CB-1H-MFN,1.1534617329018757,0.6769825918762089,0.7907216494845359,Weeplace
3,meghan-keane,micah-craig,CB-1H-MFN,1.2071703928631028,0.7001934235976789,0.9886597938144329,Weeplace
4,meghan-keane,dens,CB-1H-MFN,1.220764817086844,0.7504835589941973,1.2113402061855671,Weeplace
5,meghan-keane,caroline-mccarthy,CB-1H-MFN,1.2230673460904509,0.7794970986460348,1.4402061855670103,Weeplace
6,meghan-keane,lindsay-robertson,CB-1H-MFN,1.2433933674276867,0.7852998065764023,1.5391752577319588,Weeplace
7,meghan-keane,lawrence-lewitinn,CB-1H-MFN,1.2722415762921684,0.7949709864603481,1.6567010309278352,Weeplace
8,meghan-keane,chet-gulland,CB-1H-MFN,1.2883078907992442,0.8046421663442941,1.8041237113402064,Weeplace
9,meghan-keane,lockhart-steele,CB-1H-MFN,1.3013135473574358,0.8065764023210832,1.9402061855670103,Weeplace
10,meghan-keane,stephen-koch,CB-1H-MFN,1.3065604519504714,0.8201160541586073,2.062886597938145,Weeplace
1,meghan-murphy,john-chavez,CB-1H-MFN,0.39055290213347016,0.23515439429928744,0.19654427645788336,Weeplace
2,meghan-murphy,ben-roodman,CB-1H-MFN,0.3327257423691417,0.4085510688836104,0.4514038876889849,Weeplace
3,meghan-murphy,steve-brancale,CB-1H-MFN,0.4663556344563146,0.4631828978622328,0.5593952483801296,Weeplace
4,meghan-murphy,justin-johnson,CB-1H-MFN,0.5239104985313509,0.501187648456057,0.6479481641468683,Weeplace
5,meghan-murphy,jon-skulski,CB-1H-MFN,0.5388078425212455,0.5083135391923991,0.7300215982721382,Weeplace
6,meghan-murphy,kristen-cordle,CB-1H-MFN,0.5775714954756931,0.5296912114014252,0.7721382289416847,Weeplace
7,meghan-murphy,kikithedinosaur,CB-1H-MFN,0.6409192428495453,0.5463182897862233,0.8779697624190065,Weeplace
8,meghan-murphy,tyler-willis,CB-1H-MFN,0.6888461407941562,0.5629453681710214,0.9643628509719222,Weeplace
9,meghan-murphy,david-chang8,CB-1H-MFN,0.6976455374580529,0.5700712589073634,1.0183585313174943,Weeplace
