Included,userid,userid_y,category,USLR,SLR
2,anita-brooklynbybike-singh,rithesh-menon,TFN,0.03294573643410853,0.014540647719762063
3,anita-brooklynbybike-singh,kami,TFN,0.04263565891472868,0.021150033046926635
4,anita-brooklynbybike-singh,lee-frank,TFN,0.09689922480620156,0.05023132848645076
5,anita-brooklynbybike-singh,stan-chin,TFN,0.11627906976744186,0.11037673496364839
6,anita-brooklynbybike-singh,mike-noble,TFN,0.031007751937984496,0.01255783212161269
7,anita-brooklynbybike-singh,franke-rodriguez,TFN,0.06782945736434108,0.1302048909451421
8,anita-brooklynbybike-singh,yawen-c,TFN,0.2054263565891473,0.1209517514871117
9,anita-brooklynbybike-singh,grant-mason,TFN,0.04844961240310078,0.11896893588896233
10,anita-brooklynbybike-singh,florian-fangohr,TFN,0.10077519379844961,0.048909451421017845
1,anjelika-paranjpe,raul-gutierrez,TFN,0.031914893617021274,0.02275189599133261
2,anjelika-paranjpe,stephen-niebauer,TFN,0.05106382978723404,0.0390032502708559
3,anjelika-paranjpe,julia-heffernan,TFN,0.06382978723404255,0.04550379198266522
4,anjelika-paranjpe,casey-pugh,TFN,0.09787234042553192,0.06825568797399784
5,anjelika-paranjpe,jamie-dubs-wilkinson,TFN,0.04893617021276596,0.03683640303358613
6,anjelika-paranjpe,blake-whitman,TFN,0.19148936170212766,0.1646803900325027
7,anjelika-paranjpe,ryan-brown0,TFN,0.14042553191489363,0.13109425785482123
8,anjelika-paranjpe,andrew-pile,TFN,0.11914893617021277,0.09859154929577464
9,anjelika-paranjpe,zach-klein,TFN,0.10851063829787234,0.08559046587215602
10,anjelika-paranjpe,casey-gollan,TFN,0.07872340425531915,0.10834236186348863
1,anna-frenkel,evan-cohen,TFN,0.07407407407407407,0.05665467625899281
2,anna-frenkel,david-w4,TFN,0.06432748538011696,0.044964028776978415
3,anna-frenkel,barret-wertz,TFN,0.05847953216374269,0.06924460431654676
4,anna-frenkel,dmitriy-frenkel,TFN,0.011695906432748537,0.008992805755395683
5,anna-frenkel,hugh,TFN,0.10721247563352826,0.06205035971223022
6,anna-frenkel,jason-liszka,TFN,0.1539961013645224,0.1420863309352518
7,anna-frenkel,katie-smith-adair,TFN,0.07407407407407407,0.03597122302158273
8,anna-frenkel,justin-moore,TFN,0.0935672514619883,0.10161870503597123
9,anna-frenkel,brittany-laughlin,TFN,0.04873294346978557,0.02697841726618705
10,anna-frenkel,sam-rosen,TFN,0.03898635477582846,0.02697841726618705
1,anthony-dines,jason-sutterfield,TFN,0.0625,0.09256449165402124
2,anthony-dines,scott-stukey,TFN,0.025,0.04552352048558422
3,anthony-dines,jaesun-yeon,TFN,0.09166666666666666,0.13808801213960548
4,anthony-dines,mike-otoole,TFN,0.06666666666666667,0.05311077389984825
5,anthony-dines,john-hamilton,TFN,0.0625,0.03793626707132018
6,anthony-dines,dom-goodrum,TFN,0.1125,0.07738998482549317
7,anthony-dines,matt-raoul,TFN,0.07916666666666666,0.0637329286798179
8,anthony-dines,rick-webb,TFN,0.225,0.3626707132018209
9,anthony-dines,rye-clifton,TFN,0.041666666666666664,0.02276176024279211
10,anthony-dines,geoff-stearns,TFN,0.10416666666666667,0.05918057663125948
1,anton-volnuhin,karma,TFN,0.1875,0.5888888888888889
2,anton-volnuhin,anton-nikitin,TFN,0.109375,0.4
3,anton-volnuhin,denis-tanayev,TFN,0.140625,0.34444444444444444
4,anton-volnuhin,mikhail-geisherik,TFN,0.234375,0.6111111111111112
5,anton-volnuhin,andrey-sebrant,TFN,0.109375,0.1111111111111111
6,anton-volnuhin,alexey-dolotov,TFN,0.15625,0.5555555555555556
7,anton-volnuhin,anton-zabannykh,TFN,0.171875,0.14444444444444443
8,anton-volnuhin,mio,TFN,0.125,0.1
9,anton-volnuhin,sergey-martynov,TFN,0.109375,0.09444444444444444
10,anton-volnuhin,nadezhda-shukalova,TFN,0.21875,0.36666666666666664
1,ari-greenberg,chrissie-brodigan,TFN,0.015350877192982455,0.010966057441253264
2,ari-greenberg,ann-baldinucci,TFN,0.019736842105263157,0.012532637075718016
3,ari-greenberg,levi-brooks,TFN,0.008771929824561403,0.006788511749347258
4,ari-greenberg,filip-szymanski,TFN,0.017543859649122806,0.01671018276762402
5,ari-greenberg,adrian-grabicki,TFN,0.019736842105263157,0.018276762402088774
6,ari-greenberg,nichelle-stephens,TFN,0.03837719298245614,0.028198433420365536
7,ari-greenberg,ken-zamkow,TFN,0.027412280701754384,0.01618798955613577
8,ari-greenberg,toby-daniels,TFN,0.03289473684210526,0.018798955613577025
9,ari-greenberg,mark-birch,TFN,0.02631578947368421,0.015143603133159269
10,ari-greenberg,sanford-dickert,TFN,0.02850877192982456,0.01618798955613577
1,ben-kessler,mark-birch,TFN,0.021400778210116732,0.016585365853658537
2,ben-kessler,mark-schoneveld,TFN,0.05252918287937743,0.03219512195121951
3,ben-kessler,tina-hoffman,TFN,0.011673151750972763,0.006829268292682927
4,ben-kessler,tom-milewski,TFN,0.054474708171206226,0.05658536585365854
5,ben-kessler,megan-soto,TFN,0.01556420233463035,0.00975609756097561
6,ben-kessler,stephanie-weingart,TFN,0.017509727626459144,0.012682926829268294
7,ben-kessler,david-ambrose,TFN,0.054474708171206226,0.04878048780487805
8,ben-kessler,jesse-middleton,TFN,0.14202334630350194,0.13073170731707318
9,ben-kessler,mike-germano,TFN,0.04085603112840467,0.03024390243902439
10,ben-kessler,john-britton,TFN,0.03696498054474708,0.0351219512195122
1,ben-parr,brian-wong0,TFN,0.026143790849673203,0.03462050599201065
2,ben-parr,mario-sundar,TFN,0.04793028322440087,0.043941411451398134
3,ben-parr,mark-bao,TFN,0.0392156862745098,0.041278295605858856
4,ben-parr,nathaniel-mcnamara,TFN,0.16775599128540306,0.19573901464713714
5,ben-parr,michael-celiceo,TFN,0.11546840958605664,0.09320905459387484
6,ben-parr,kristen-cordle,TFN,0.08932461873638345,0.06790945406125166
7,ben-parr,ryan-sarver,TFN,0.1437908496732026,0.12516644474034622
8,ben-parr,jesse-engle,TFN,0.05228758169934641,0.045272969374167776
9,ben-parr,sean-percival,TFN,0.030501089324618737,0.02929427430093209
10,ben-parr,krystyl-b,TFN,0.24183006535947713,0.24101198402130491
1,ben-roodman,caryn-kesler,TFN,0.03185437997724687,0.02140468227424749
2,ben-roodman,john-shankman,TFN,0.0011376564277588168,0.00033444816053511704
3,ben-roodman,jon-skulski,TFN,0.03981797497155859,0.0294314381270903
4,ben-roodman,steve-brancale,TFN,0.06598407281001138,0.03645484949832776
5,ben-roodman,ivan-kanevski,TFN,0.02161547212741752,0.008695652173913044
6,ben-roodman,kara-murphy,TFN,0.03754266211604096,0.016722408026755852
7,ben-roodman,lynn-tao,TFN,0.08191126279863481,0.059197324414715716
8,ben-roodman,mollie-c,TFN,0.04209328782707622,0.031438127090301006
9,ben-roodman,andrew-yang,TFN,0.040955631399317405,0.02140468227424749
10,ben-roodman,thomas-pun6,TFN,0.02957906712172924,0.015050167224080268
1,blake-whitman,stephen-niebauer,TFN,0.13595166163141995,0.10504201680672269
2,blake-whitman,joseph-schmitt,TFN,0.08761329305135952,0.05742296918767507
3,blake-whitman,ryan-brown0,TFN,0.18731117824773413,0.2338935574229692
4,blake-whitman,casey-pugh,TFN,0.14501510574018128,0.08403361344537816
5,blake-whitman,julia-heffernan,TFN,0.09969788519637462,0.08403361344537816
6,blake-whitman,casey-donahue,TFN,0.027190332326283987,0.012605042016806723
7,blake-whitman,andrew-pile,TFN,0.2719033232628399,0.20588235294117646
8,blake-whitman,amir-cohen,TFN,0.1661631419939577,0.12605042016806722
9,blake-whitman,jamie-dubs-wilkinson,TFN,0.06948640483383686,0.047619047619047616
10,blake-whitman,andrea-allen,TFN,0.14803625377643503,0.13585434173669467
1,brady-forrest,reed-sturtevant,TFN,0.008620689655172414,0.006230529595015576
2,brady-forrest,mike-pegg,TFN,0.00646551724137931,0.005192107995846314
3,brady-forrest,tom-coates,TFN,0.021551724137931036,0.01557632398753894
4,brady-forrest,chris-butler,TFN,0.02586206896551724,0.01557632398753894
5,brady-forrest,kati-london,TFN,0.023706896551724137,0.016614745586708203
6,brady-forrest,daniel-shiffman,TFN,0.004310344827586207,0.003115264797507788
7,brady-forrest,jesper-andersen,TFN,0.04741379310344827,0.037383177570093455
8,brady-forrest,marshall-kirkpatrick,TFN,0.004310344827586207,0.0020768431983385254
9,brady-forrest,christine-tsai,TFN,0.008620689655172414,0.004153686396677051
10,brady-forrest,casey-pugh,TFN,0.017241379310344827,0.009345794392523364
1,brandon-chesnutt,jeff-hill,TFN,0.031791907514450865,0.01684717208182912
2,brandon-chesnutt,henry-balanon,TFN,0.36127167630057805,0.22984356197352587
3,brandon-chesnutt,eric-brown,TFN,0.06358381502890173,0.06618531889290012
4,brandon-chesnutt,hajj-flemings,TFN,0.1069364161849711,0.0842358604091456
5,brandon-chesnutt,adam-kresch,TFN,0.09248554913294797,0.04693140794223827
6,brandon-chesnutt,joe-minock,TFN,0.031791907514450865,0.015643802647412757
7,brandon-chesnutt,brad-lowrey,TFN,0.049132947976878616,0.026474127557160047
8,brandon-chesnutt,hubert-sawyers-iii,TFN,0.12716763005780346,0.08664259927797834
9,brandon-chesnutt,david-murray,TFN,0.1531791907514451,0.0914560770156438
10,brandon-chesnutt,stacy-lukasavitz,TFN,0.10115606936416185,0.06979542719614922
1,brandt-flomer,mark-shewmaker,TFN,0.037162162162162164,0.02459791863765374
2,brandt-flomer,chloe-gottlieb,TFN,0.033783783783783786,0.014191106906338695
3,brandt-flomer,richard-ting,TFN,0.0777027027027027,0.06433301797540208
4,brandt-flomer,ian-spalter,TFN,0.07432432432432433,0.07095553453169347
5,brandt-flomer,noel-billig,TFN,0.037162162162162164,0.0586565752128666
6,brandt-flomer,chapin-clark,TFN,0.02702702702702703,0.10501419110690634
7,brandt-flomer,loretta-hui,TFN,0.06756756756756757,0.03405865657521287
8,brandt-flomer,jim-hord,TFN,0.02364864864864865,0.11447492904446546
9,brandt-flomer,dawn-winchester,TFN,0.057432432432432436,0.17975402081362346
10,brandt-flomer,gabe-weiss,TFN,0.02027027027027027,0.007568590350047304
1,brian-kalma,kevan-davis,TFN,0.03559870550161812,0.025560538116591928
2,brian-kalma,aaron-magness,TFN,0.016181229773462782,0.007174887892376682
3,brian-kalma,holly-mcnamara,TFN,0.025889967637540454,0.008968609865470852
4,brian-kalma,zach-ware,TFN,0.019417475728155338,0.010762331838565023
5,brian-kalma,dave-knox,TFN,0.021035598705501618,0.008071748878923767
6,brian-kalma,dustin-curtis,TFN,0.032362459546925564,0.014349775784753363
7,brian-kalma,benny-wong,TFN,0.0744336569579288,0.03587443946188341
8,brian-kalma,edward-boches,TFN,0.011326860841423949,0.004932735426008968
9,brian-kalma,alan-wolk,TFN,0.0372168284789644,0.012556053811659192
10,brian-kalma,saul-colt,TFN,0.032362459546925564,0.021524663677130046
1,brian-moore3,sarah-shapiro,TFN,0.0297029702970297,0.025547445255474453
2,brian-moore3,stacy-kimball,TFN,0.039603960396039604,0.024817518248175182
3,brian-moore3,sami-promisloff,TFN,0.07755775577557755,0.043795620437956206
4,brian-moore3,barney-robinson,TFN,0.0297029702970297,0.02846715328467153
5,brian-moore3,jared-elms,TFN,0.0462046204620462,0.026277372262773723
6,brian-moore3,vanguardbot,TFN,0.09075907590759076,0.14233576642335766
7,brian-moore3,stephen-hadinger,TFN,0.0462046204620462,0.08102189781021898
8,brian-moore3,daniel-e,TFN,0.034653465346534656,0.016058394160583942
9,brian-moore3,heidi7,TFN,0.0429042904290429,0.022627737226277374
10,brian-moore3,kenji-summers,TFN,0.06435643564356436,0.10291970802919707
1,brian-papa,david-riordan,TFN,0.04935622317596566,0.029945553539019964
2,brian-papa,chrissie-brodigan,TFN,0.032188841201716736,0.016333938294010888
3,brian-papa,scott-reynolds,TFN,0.015021459227467811,0.013611615245009074
4,brian-papa,angela-wang,TFN,0.03648068669527897,0.02631578947368421
5,brian-papa,nichelle-stephens,TFN,0.0407725321888412,0.05807622504537205
6,brian-papa,mallory-dash,TFN,0.015021459227467811,0.006352087114337568
7,brian-papa,brittany-laughlin,TFN,0.04291845493562232,0.025408348457350273
8,brian-papa,peter-chislett,TFN,0.07510729613733906,0.04809437386569873
9,brian-papa,mark-birch,TFN,0.045064377682403435,0.03357531760435572
10,brian-papa,marshall-sponder,TFN,0.03648068669527897,0.019963702359346643
1,brian-stelter,chiara-atik,TFN,0.021406727828746176,0.014022787028921999
2,brian-stelter,dan-saltzstein,TFN,0.01834862385321101,0.011393514460999123
3,brian-stelter,christina-olenick,TFN,0.06880733944954129,0.06485539000876424
4,brian-stelter,meg-robertson,TFN,0.0290519877675841,0.022787028921998246
5,brian-stelter,nichelle-stephens,TFN,0.027522935779816515,0.020157756354075372
6,brian-stelter,toby-daniels,TFN,0.06422018348623854,0.04382120946538125
7,brian-stelter,david-gallagher,TFN,0.06116207951070336,0.04645048203330412
8,brian-stelter,reed-kavner,TFN,0.0045871559633027525,0.0035056967572304996
9,brian-stelter,jim-cook,TFN,0.01529051987767584,0.009640666082383873
10,brian-stelter,lockhart-steele,TFN,0.13302752293577982,0.11919368974583698
1,brynn-evans,chris-messina7,TFN,0.6022012578616353,0.5733452593917711
2,brynn-evans,chrissie-brodigan,TFN,0.029874213836477988,0.024150268336314847
3,brynn-evans,cameron-marlow,TFN,0.03930817610062893,0.04382826475849732
4,brynn-evans,michael-richardson5,TFN,0.007861635220125786,0.005366726296958855
5,brynn-evans,sanjay-kairam,TFN,0.050314465408805034,0.06529516994633273
6,brynn-evans,mark-bao,TFN,0.0220125786163522,0.022361359570661897
7,brynn-evans,greg-schwartz7,TFN,0.036163522012578615,0.03667262969588551
8,brynn-evans,jerry-sheehan,TFN,0.006289308176100629,0.005366726296958855
9,brynn-evans,toby-daniels,TFN,0.014150943396226415,0.009838998211091235
10,brynn-evans,james-walker2,TFN,0.018867924528301886,0.016100178890876567
1,carla-blumenthal,kabir-agarwal,TFN,0.06489675516224189,0.0364741641337386
2,carla-blumenthal,giancarlo-pitocco,TFN,0.20943952802359883,0.14893617021276595
3,carla-blumenthal,david-trahan,TFN,0.12979351032448377,0.20516717325227962
4,carla-blumenthal,laura-macleod,TFN,0.18584070796460178,0.1580547112462006
5,carla-blumenthal,alexis-dorenter,TFN,0.24188790560471976,0.2887537993920973
6,carla-blumenthal,matt-mcgee8,TFN,0.058997050147492625,0.1580547112462006
7,carla-blumenthal,kate-goldsmith,TFN,0.10324483775811209,0.10182370820668693
8,carla-blumenthal,ashley-skaflestad,TFN,0.04424778761061947,0.0668693009118541
9,carla-blumenthal,jessica01,TFN,0.12094395280235988,0.10486322188449848
10,carla-blumenthal,matt-britton,TFN,0.10029498525073746,0.0851063829787234
1,caroline-mccarthy,chrissie-brodigan,TFN,0.022665457842248413,0.015592942141977841
2,caroline-mccarthy,mario-sundar,TFN,0.016319129646418858,0.01107919573245794
3,caroline-mccarthy,greg-clayman,TFN,0.03626473254759746,0.02379975379565039
4,caroline-mccarthy,josh-lowensohn,TFN,0.011786038077969175,0.013951579811243332
5,caroline-mccarthy,jamie-dubs-wilkinson,TFN,0.03626473254759746,0.023389413212966764
6,caroline-mccarthy,justin-shaffer,TFN,0.025385312783318223,0.015182601559294214
7,caroline-mccarthy,toby-daniels,TFN,0.057116953762466005,0.030775543701272057
8,caroline-mccarthy,andrew-parker,TFN,0.050770625566636446,0.03282724661469019
9,caroline-mccarthy,mike-hudack,TFN,0.051677243880326386,0.04431678292983176
10,caroline-mccarthy,dorothy-mcgivney,TFN,0.033544877606527655,0.018054985638079606
1,carolyn-weiss,mark-shewmaker,TFN,0.045871559633027525,0.03346938775510204
2,carolyn-weiss,ian-spalter,TFN,0.06422018348623854,0.07020408163265306
3,carolyn-weiss,ryan-romero,TFN,0.01834862385321101,0.03428571428571429
4,carolyn-weiss,chapin-clark,TFN,0.029357798165137616,0.044897959183673466
5,carolyn-weiss,khoi-uong,TFN,0.11376146788990826,0.07673469387755102
6,carolyn-weiss,amin-torres,TFN,0.031192660550458717,0.0326530612244898
7,carolyn-weiss,brandt-flomer,TFN,0.09724770642201835,0.09224489795918367
8,carolyn-weiss,karen-monahan,TFN,0.07889908256880734,0.04081632653061224
9,carolyn-weiss,ritik-dholakia,TFN,0.13211009174311927,0.08653061224489796
10,carolyn-weiss,dawn-winchester,TFN,0.047706422018348627,0.052244897959183675
1,cassel-kroll,erin27,TFN,0.049586776859504134,0.07654600301659126
2,cassel-kroll,andy-morris,TFN,0.023415977961432508,0.007164404223227752
3,cassel-kroll,lea-marino,TFN,0.05785123966942149,0.021116138763197588
4,cassel-kroll,brian-stelter,TFN,0.13774104683195593,0.05580693815987934
5,cassel-kroll,dario-meli,TFN,0.06198347107438017,0.023001508295625944
6,cassel-kroll,yuna-park,TFN,0.08264462809917356,0.03469079939668175
7,cassel-kroll,rosie-siman,TFN,0.11019283746556474,0.04751131221719457
8,cassel-kroll,chris-cotter,TFN,0.08264462809917356,0.03205128205128205
9,cassel-kroll,jonathan-yarmis,TFN,0.028925619834710745,0.010935143288084464
10,cassel-kroll,devin-brown,TFN,0.14325068870523416,0.06259426847662142
1,celsius,takino473,TFN,0.5,0.17181208053691274
2,celsius,mossy_13,TFN,0.38461538461538464,0.13557046979865772
3,celsius,unityan,TFN,0.28846153846153844,0.15302013422818792
4,celsius,nya-buro-kisaragi,TFN,0.4807692307692308,0.12080536912751678
5,celsius,tsubasa-a,TFN,0.2692307692307692,0.1395973154362416
6,celsius,alice_dia,TFN,0.057692307692307696,0.025503355704697986
7,celsius,noja,TFN,0.34615384615384615,0.056375838926174496
8,celsius,fazz0611,TFN,0.3076923076923077,0.1395973154362416
9,celsius,bakainu,TFN,0.11538461538461539,0.028187919463087248
10,celsius,87,TFN,0.11538461538461539,0.06174496644295302
1,chet-gulland,luke-crawford,TFN,0.05289672544080604,0.027837259100642397
2,chet-gulland,harry-roman,TFN,0.1561712846347607,0.15631691648822268
3,chet-gulland,christine-huang,TFN,0.09571788413098237,0.048179871520342615
4,chet-gulland,kenny-kim0,TFN,0.0654911838790932,0.061027837259100645
5,chet-gulland,mike-hudack,TFN,0.10075566750629723,0.08244111349036402
6,chet-gulland,zach-klein,TFN,0.17632241813602015,0.11563169164882227
7,chet-gulland,jack-cheng,TFN,0.09319899244332494,0.05353319057815846
8,chet-gulland,nichelle-stephens,TFN,0.037783375314861464,0.016059957173447537
9,chet-gulland,kevin-slavin,TFN,0.08060453400503778,0.048179871520342615
10,chet-gulland,stephanie-yung,TFN,0.12090680100755667,0.07494646680942184
1,chris-ayres,erica-boynton,TFN,0.13622291021671826,0.09618104667609619
2,chris-ayres,vishal-sapra,TFN,0.16408668730650156,0.16265912305516267
3,chris-ayres,kabir-agarwal,TFN,0.07430340557275542,0.036775106082036775
4,chris-ayres,laura-macleod,TFN,0.17337461300309598,0.15134370579915135
5,chris-ayres,giancarlo-pitocco,TFN,0.16718266253869968,0.10891089108910891
6,chris-ayres,kate-goldsmith,TFN,0.14241486068111456,0.12164073550212164
7,chris-ayres,david-trahan,TFN,0.14860681114551083,0.12164073550212164
8,chris-ayres,adi-de-souza,TFN,0.021671826625386997,0.009900990099009901
9,chris-ayres,alexis-dorenter,TFN,0.1826625386996904,0.12305516265912306
10,chris-ayres,matt-mcgee8,TFN,0.058823529411764705,0.09476661951909476
1,chris-mccann8,brian-wong0,TFN,0.03531598513011153,0.03180914512922465
2,chris-mccann8,sumaya,TFN,0.01858736059479554,0.014910536779324055
3,chris-mccann8,hiten-shah,TFN,0.03531598513011153,0.03479125248508946
4,chris-mccann8,matthew-gonzales,TFN,0.03345724907063197,0.02286282306163022
5,chris-mccann8,eric-wiesen,TFN,0.024163568773234202,0.014910536779324055
6,chris-mccann8,amy-cagle,TFN,0.12825278810408922,0.18687872763419483
7,chris-mccann8,linda-liukas,TFN,0.01858736059479554,0.012922465208747515
8,chris-mccann8,thomas-pun6,TFN,0.04275092936802974,0.0268389662027833
9,chris-mccann8,kalimah-priforce,TFN,0.020446096654275093,0.013916500994035786
10,chris-mccann8,isaac-hall,TFN,0.07434944237918216,0.05268389662027833
1,chris-messina7,brynn-evans,TFN,0.5856269113149847,0.5306291390728477
2,chris-messina7,tom-coates,TFN,0.05657492354740061,0.043874172185430466
3,chris-messina7,mike-pegg,TFN,0.013761467889908258,0.008278145695364239
4,chris-messina7,michael-richardson5,TFN,0.01834862385321101,0.015728476821192054
5,chris-messina7,cameron-marlow,TFN,0.04434250764525994,0.04966887417218543
6,chris-messina7,brady-becker,TFN,0.0382262996941896,0.026490066225165563
7,chris-messina7,hiten-shah,TFN,0.039755351681957186,0.06456953642384106
8,chris-messina7,chris-hutchins,TFN,0.06574923547400612,0.06291390728476821
9,chris-messina7,sanjay-kairam,TFN,0.045871559633027525,0.05380794701986755
10,chris-messina7,narendra-rocherolle,TFN,0.039755351681957186,0.0347682119205298
1,chris-oleary,brian-van-nieuwenhoven,TFN,0.12394366197183099,0.08441330998248686
2,chris-oleary,lockhart-steele,TFN,0.05539906103286385,0.03817863397548161
3,chris-oleary,doug-tabuchi,TFN,0.028169014084507043,0.012609457092819614
4,chris-oleary,alexis4,TFN,0.03943661971830986,0.023467600700525393
5,chris-oleary,katie-koch,TFN,0.046948356807511735,0.021015761821366025
6,chris-oleary,rich-nadworny,TFN,0.010328638497652582,0.005253940455341506
7,chris-oleary,andrea-rosen,TFN,0.07511737089201878,0.051138353765323996
8,chris-oleary,michael-bohn,TFN,0.038497652582159626,0.027320490367775833
9,chris-oleary,amish-shah,TFN,0.004694835680751174,0.0028021015761821367
10,chris-oleary,soup-soup,TFN,0.05821596244131456,0.029422066549912435
1,christian-hughes,johnny-beirne,TFN,0.004347826086956522,0.0011672016340822876
2,christian-hughes,jules-keeley,TFN,0.2673913043478261,0.2661219725707616
3,christian-hughes,kate-shorten,TFN,0.013043478260869565,0.003793405310767435
4,christian-hughes,kevin-dowling,TFN,0.029347826086956522,0.018383425736796032
5,christian-hughes,declan-kennedy,TFN,0.07391304347826087,0.06156988619784068
6,christian-hughes,stephen-oleary,TFN,0.07282608695652174,0.03005544207761891
7,christian-hughes,eoin-o-suilleabhain,TFN,0.04673913043478261,0.01779982491975489
8,christian-hughes,stephen-oreilly,TFN,0.03804347826086957,0.014298220017508025
9,christian-hughes,mark-creighton,TFN,0.042391304347826085,0.01779982491975489
10,christian-hughes,catherine-flynn,TFN,0.06521739130434782,0.024803034724248614
1,christine-ngo,brian-wong0,TFN,0.027989821882951654,0.033707865168539325
2,christine-ngo,brendan-gahan,TFN,0.11195928753180662,0.09831460674157304
3,christine-ngo,joanne-wan,TFN,0.09414758269720101,0.14887640449438203
4,christine-ngo,owlsquid,TFN,0.017811704834605598,0.018258426966292134
5,christine-ngo,gina-hughes,TFN,0.04834605597964377,0.02949438202247191
6,christine-ngo,jesse-thomas,TFN,0.04580152671755725,0.03651685393258427
7,christine-ngo,ian-sohn,TFN,0.005089058524173028,0.0028089887640449437
8,christine-ngo,tony-obregon,TFN,0.030534351145038167,0.026685393258426966
9,christine-ngo,tyler-willis,TFN,0.10941475826972011,0.08848314606741572
10,christine-ngo,teresa-wu,TFN,0.05597964376590331,0.047752808988764044
1,chuck-masucci,andrew-hess,TFN,0.2,0.1855123674911661
2,chuck-masucci,aaron-rutledge,TFN,0.18484848484848485,0.22084805653710246
3,chuck-masucci,thais-lima,TFN,0.22121212121212122,0.2067137809187279
4,chuck-masucci,gardenia,TFN,0.09090909090909091,0.10600706713780919
5,chuck-masucci,richard-whitesell,TFN,0.15454545454545454,0.1166077738515901
6,chuck-masucci,lindsay-wenner,TFN,0.11515151515151516,0.10247349823321555
7,chuck-masucci,beep-iams,TFN,0.10303030303030303,0.11484098939929328
8,chuck-masucci,matthew-lucero,TFN,0.23333333333333334,0.2420494699646643
9,chuck-masucci,jason-sack,TFN,0.2878787878787879,0.27385159010600707
10,chuck-masucci,hanna-kim,TFN,0.12727272727272726,0.10600706713780919
1,chuck-reynolds,tim-fitzgerald,TFN,0.025449101796407185,0.01263157894736842
2,chuck-reynolds,jeremy-jones5,TFN,0.010479041916167664,0.0046315789473684215
3,chuck-reynolds,drew-meyers,TFN,0.03293413173652695,0.012210526315789474
4,chuck-reynolds,christopher-poage,TFN,0.023952095808383235,0.008842105263157894
5,chuck-reynolds,robert-hendry,TFN,0.014970059880239521,0.007157894736842105
6,chuck-reynolds,jose602,TFN,0.023952095808383235,0.013894736842105264
7,chuck-reynolds,jim-cook,TFN,0.017964071856287425,0.00968421052631579
8,chuck-reynolds,chris-hutchins,TFN,0.04491017964071856,0.02231578947368421
9,chuck-reynolds,ryan-odonnell,TFN,0.004491017964071856,0.0012631578947368421
10,chuck-reynolds,kathy-jacobs,TFN,0.0374251497005988,0.015578947368421053
1,conner-mccall,krista-s1,TFN,0.18387909319899245,0.15123456790123457
2,conner-mccall,adam-bezdicek,TFN,0.23173803526448364,0.1728395061728395
3,conner-mccall,erik-hess,TFN,0.26700251889168763,0.2417695473251029
4,conner-mccall,marcos-lopez-carlson,TFN,0.22418136020151133,0.2366255144032922
5,conner-mccall,ang-dezelske,TFN,0.181360201511335,0.13786008230452676
6,conner-mccall,ed-kohler,TFN,0.2947103274559194,0.19650205761316872
7,conner-mccall,aaron-landry,TFN,0.32997481108312343,0.24897119341563786
8,conner-mccall,liz-bastian,TFN,0.08564231738035265,0.056584362139917695
9,conner-mccall,m-k,TFN,0.20151133501259447,0.14609053497942387
10,conner-mccall,nicole-de-beaufort,TFN,0.18387909319899245,0.1368312757201646
1,cooper-smith7,rotem-raffe,TFN,0.09534368070953436,0.043726235741444866
2,cooper-smith7,michael-lobikis,TFN,0.08425720620842572,0.029150823827629912
3,cooper-smith7,justin-cross,TFN,0.0975609756097561,0.044993662864385296
4,cooper-smith7,andrew-chappelle,TFN,0.0022172949002217295,0.0019011406844106464
5,cooper-smith7,veronica-reo,TFN,0.07982261640798226,0.11723700887198986
6,cooper-smith7,marques-gartrell,TFN,0.14634146341463414,0.0779467680608365
7,cooper-smith7,lauren-omanoff,TFN,0.11086474501108648,0.04752851711026616
8,cooper-smith7,tricia-desjardins,TFN,0.09534368070953436,0.050697084917617236
9,cooper-smith7,rebecca-sutter,TFN,0.08647450110864745,0.031685678073510776
10,cooper-smith7,kenji-summers,TFN,0.04656319290465632,0.015209125475285171
1,damian-damjanovski,grant1,TFN,0.11206896551724138,0.07018370230805464
2,damian-damjanovski,mark-moran,TFN,0.015086206896551725,0.003297220913801225
3,damian-damjanovski,carl-moggridge,TFN,0.06465517241379311,0.054168629298162976
4,damian-damjanovski,scott-rhodie,TFN,0.06896551724137931,0.022138483278379653
5,damian-damjanovski,lester-martinez,TFN,0.07327586206896551,0.023551577955723033
6,damian-damjanovski,nicola-swankie,TFN,0.0625,0.02072538860103627
7,damian-damjanovski,james-hartcher,TFN,0.02586206896551724,0.008478568064060292
8,damian-damjanovski,ang-graham,TFN,0.11206896551724138,0.1055110692416392
9,damian-damjanovski,aaron-michie,TFN,0.0603448275862069,0.07583608101742817
10,damian-damjanovski,matt-balara,TFN,0.028017241379310345,0.009420631182289214
1,damien-basile,eric-leebow,TFN,0.0052585451358457495,0.002617801047120419
2,damien-basile,chrissie-brodigan,TFN,0.019281332164767746,0.010907504363001745
3,damien-basile,mark-remo,TFN,0.0035056967572304996,0.0017452006980802793
4,damien-basile,nichelle-stephens,TFN,0.03856266432953549,0.03577661431064572
5,damien-basile,peter-chislett,TFN,0.03067484662576687,0.0231239092495637
6,damien-basile,patrice-callender,TFN,0.06573181419807186,0.04319371727748691
7,damien-basile,olivier-peyre,TFN,0.03067484662576687,0.01788830715532286
8,damien-basile,marshall-sponder,TFN,0.04995617879053462,0.03315881326352531
