,NumPlaceid,NumUniqPlaceid,NumFriends,ShannonEntropy,LZ_entropy,LZ_entropy2,LZ_entropy10,LZ_entropy100,Predictability2,Predictability10,Predictability100,CrossEntropy,CrossPredictability2
jack-boberg,342,93,3,4.924665983792034,3.783055926532164,3.783055926532164,3.783055926532164,3.783055926532164,0.6602557012929989,0.6602557012929989,0.6602557012929989,6.47747152841187,0.34004581156869507
justo-fuentes,1919,452,1,6.715179076990493,4.888783166012365,4.888783166012365,4.888783166012365,4.888783166012365,0.6382812864986926,0.6382812864986926,0.6382812864986926,9.149747119504681,0.23277019846637453
rodolfo-augsburger,417,180,13,6.675752872615388,5.041010819620035,5.041010819620035,5.041010819620035,5.041010819620035,0.5351298593778506,0.5351298593778506,0.5351298593778506,5.600264372331525,0.4709812797664322
josh-turk,117,73,2,5.4861318394278324,4.673445768553828,4.673445768553828,4.673445768553828,4.673445768553828,0.46380288780546525,0.46380288780546525,0.46380288780546525,9.25632160991667,-0.3275792722155452
pablo-gomez-grau,420,130,7,5.890284420107437,4.23119435539858,4.23119435539858,4.23119435539858,4.23119435539858,0.6239191595749268,0.6239191595749268,0.6239191595749268,5.960681907284589,0.42883056155669375
jennifer-sandidge,692,236,2,6.763371720745259,5.037625565991214,5.037625565991214,5.037625565991214,5.037625565991214,0.5704250315673922,0.5704250315673922,0.5704250315673922,9.04473493897606,0.08593089632064152
sean-oreilly,1011,410,4,6.985096952172291,4.67842583310336,4.67842583310336,4.67842583310336,4.67842583310336,0.6267309976355533,0.6267309976355533,0.6267309976355533,5.005266861945264,0.5959954402081517
faron-lewitt,265,104,2,5.829873542283752,4.266419731208798,4.266419731208798,4.266419731208798,4.266419731208798,0.5909661656477702,0.5909661656477702,0.5909661656477702,8.464207373078297,-0.06180079097838186
carlson-yu,609,186,1,6.329106565241121,4.510353672141679,4.510353672141679,4.510353672141679,4.510353672141679,0.6161680386678915,0.6161680386678915,0.6161680386678915,10.224001674198105,-0.12625117707793684
charles-haynes,86,46,0,5.115275587443912,4.063667418414561,4.063667418414561,4.063667418414561,,0.5217895397446176,0.5217895397446176,,,
lindsay-brillson,59,50,5,5.503583253148273,5.180237909139532,5.180237909139532,5.180237909139532,,0.25571051435399395,0.25571051435399395,,6.399637362273369,-0.07377548941135974
sean-bryan,242,157,1,6.979819593273681,5.73761947131872,5.73761947131872,5.73761947131872,5.73761947131872,0.3974132655434803,0.3974132655434803,0.3974132655434803,8.434597682808748,-0.07624746421526457
jon-athas,483,166,4,6.228529283534812,4.514014402492325,4.514014402492325,4.514014402492325,4.514014402492325,0.6023242812266516,0.6023242812266516,0.6023242812266516,6.7186970051341675,0.3510904692411795
ben-arnott,1856,429,4,6.700296287410177,4.214222653064988,4.214222653064988,4.214222653064988,4.214222653064988,0.6937161959783957,0.6937161959783957,0.6937161959783957,5.640289546016577,0.571253424510849
reg-geotina,328,147,3,6.1629706940977895,4.8177101186550635,4.8177101186550635,4.8177101186550635,4.8177101186550635,0.5423414293299008,0.5423414293299008,0.5423414293299008,5.882668737494552,0.4128314142228536
lu-tian,350,223,2,7.104178733855727,5.93960620309501,5.93960620309501,5.93960620309501,5.93960620309501,0.41260706065468233,0.41260706065468233,0.41260706065468233,6.659365212305279,0.3185088173545436
jonathan-hopkins,255,89,6,5.37337209350795,4.012913634643718,4.012913634643718,4.012913634643718,4.012913634643718,0.6177933949454316,0.6177933949454316,0.6177933949454316,6.637166968586031,0.275482048857049
jens-philipp-klein,42,29,2,4.57649212500518,4.194024662161258,4.194024662161258,4.194024662161258,,0.39820799134855,0.39820799134855,,7.310591836892695,-0.2747017014665909
bethany-levat,260,176,1,6.950842948943609,5.942494676317374,5.942494676317374,5.942494676317374,5.942494676317374,0.37807909928342365,0.37807909928342365,0.37807909928342365,8.524276990985589,-0.0740454046497311
niels-straatsma,164,35,2,3.1610655563114354,2.437653593449224,2.437653593449224,2.437653593449224,2.437653593449224,0.7733567193492845,0.7733567193492845,0.7733567193492845,4.537197131443352,0.518530544002952
andy-cataldo,584,307,9,7.373363844946931,5.777026418068816,5.777026418068816,5.777026418068816,5.777026418068816,0.4799164644366724,0.4799164644366724,0.4799164644366724,6.998670134769255,0.33876020853551303
eiji-sakata,126,19,4,3.452596221096608,2.8636393171367738,2.8636393171367738,2.8636393171367738,2.8636393171367738,0.713042895813084,0.713042895813084,0.713042895813084,5.603446119035527,0.32638515061817064
pavel-mikhaelian,55,19,2,3.5478653518581997,2.8646376958905972,2.8646376958905972,2.8646376958905972,,0.6625064058005076,0.6625064058005076,,4.7678673085578955,0.33059843808661227
thomas62,1076,213,2,6.708908338857819,4.973333410789779,4.973333410789779,4.973333410789779,4.973333410789779,0.6024071265657528,0.6024071265657528,0.6024071265657528,8.25447133859514,0.26281912196003526
tre,417,175,7,6.013415642930527,3.463289876074833,3.463289876074833,3.463289876074833,3.463289876074833,0.7028323901251268,0.7028323901251268,0.7028323901251268,3.294340728281085,0.7197250258931618
shaun-rance,694,285,16,6.686787512052014,4.7744326134761765,4.7744326134761765,4.7744326134761765,4.7744326134761765,0.5971240091465977,0.5971240091465977,0.5971240091465977,5.124048043593443,0.5618072204143834
jim-halligan,1146,513,16,8.335561764050432,6.325964401279421,6.325964401279421,6.325964401279421,6.325964401279421,0.47568129674841836,0.47568129674841836,0.47568129674841836,5.890170120324801,0.5186389836043458
juliet-du-vivier,167,66,12,4.48046741639497,3.78244974491769,3.78244974491769,3.78244974491769,3.78244974491769,0.6172881575691849,0.6172881575691849,0.6172881575691849,4.689044394807818,0.49979324822758026
ravi-khanna,542,147,5,4.89736481005103,3.64631465215837,3.64631465215837,3.64631465215837,3.64631465215837,0.6959975054328873,0.6959975054328873,0.6959975054328873,5.555044906261896,0.4983137017541269
matt-boyd,392,155,1,6.380436942170145,4.98813332185105,4.98813332185105,4.98813332185105,4.98813332185105,0.5364126241318438,0.5364126241318438,0.5364126241318438,5.943882994008881,0.42391877616539847
max-elman,1221,568,1,8.269473110183318,6.253720169415395,6.253720169415395,6.253720169415395,6.253720169415395,0.48753142990980314,0.48753142990980314,0.48753142990980314,5.555932440371487,0.5547878749986439
dimitrios-dalagiorgos,66,33,9,4.498738536504747,3.799333446453885,3.799333446453885,3.799333446453885,,0.5346031335295445,0.5346031335295445,,7.404835636001167,-0.1986810994903851
glen-zoeteweij,287,82,2,4.741132555880576,3.7373656905198134,3.7373656905198134,3.7373656905198134,3.7373656905198134,0.655804757724078,0.655804757724078,0.655804757724078,9.899224442596848,-0.2280946678087519
daniel-brown,631,220,5,6.431718150028287,4.702919951149029,4.702919951149029,4.702919951149029,4.702919951149029,0.5987565172873461,0.5987565172873461,0.5987565172873461,5.183684376134603,0.5493463608815643
rodger-beekman,46,38,2,5.15932527122737,4.705256481085604,4.705256481085604,4.705256481085604,,0.30474404377644787,0.30474404377644787,,9.562905679041492,-0.5554116261485916
nick-shay,508,192,7,5.83280520619131,4.29159005721829,4.29159005721829,4.29159005721829,4.29159005721829,0.6283426807515454,0.6283426807515454,0.6283426807515454,4.770024337639589,0.5784633327334977
tom-gibby,480,128,16,5.140286639531727,3.780112719621653,3.780112719621653,3.780112719621653,3.780112719621653,0.6773464653678228,0.6773464653678228,0.6773464653678228,4.923353842199383,0.5582633512643815
mihai-anca,225,103,4,5.703136308168759,4.2569025860141245,4.2569025860141245,4.2569025860141245,4.2569025860141245,0.5804399607042579,0.5804399607042579,0.5804399607042579,7.240086531558879,0.15113070743986964
erin-gleason,1247,571,24,8.39412495261582,6.434748845979729,6.434748845979729,6.434748845979729,6.434748845979729,0.47125472960850917,0.47125472960850917,0.47125472960850917,5.59800135863276,0.55209504460501
daniel-pinto,539,180,7,6.366660023433893,4.7809992653212126,4.7809992653212126,4.7809992653212126,4.7809992653212126,0.5810973175360921,0.5810973175360921,0.5810973175360921,6.214240105911628,0.42332673487334666
vadim-barsukov,9,5,1,2.058813890331201,2.1945634625369856,2.1945634625369856,,,0.5933766439693119,,,6.799566892843329,-0.3824627419422747
sarah-rapp,594,217,13,6.186752667846966,4.90000497560936,4.90000497560936,4.90000497560936,4.90000497560936,0.5748710366376802,0.5748710366376802,0.5748710366376802,5.448749624000198,0.5169740475417943
ceren-yalcin,320,155,6,6.230340587297688,4.850668470608299,4.850668470608299,4.850668470608299,4.850668470608299,0.5365709133438384,0.5365709133438384,0.5365709133438384,5.617287446175926,0.44376556782856025
gabe-banner,704,446,9,8.350979537215467,6.809243210143821,6.809243210143821,6.809243210143821,6.809243210143821,0.38141340248469013,0.38141340248469013,0.38141340248469013,7.4106166579391655,0.3109811286120351
keith-pape,1024,348,9,6.513256351881833,4.585759068517689,4.585759068517689,4.585759068517689,4.585759068517689,0.6359705027574316,0.6359705027574316,0.6359705027574316,9.156275853699935,0.14361438617238317
arjen-tienkamp,464,104,5,5.23312994594592,3.8701536551216513,3.8701536551216513,3.8701536551216513,3.8701536551216513,0.6666428176933272,0.6666428176933272,0.6666428176933272,6.703922660857617,0.3482164485498801
surf,664,197,6,5.72295846280568,4.206098771901594,4.206098771901594,4.206098771901594,4.206098771901594,0.6508250474142429,0.6508250474142429,0.6508250474142429,7.118211952760627,0.33913203560859206
steve-cater,440,102,14,4.2664904060904,3.19586292303627,3.19586292303627,3.19586292303627,3.19586292303627,0.7315346995104256,0.7315346995104256,0.7315346995104256,8.758752538283389,0.015005159858266646
matt-kempster,164,109,9,6.5196057972854,5.410935106535273,5.410935106535273,5.410935106535273,5.410935106535273,0.3954448355908176,0.3954448355908176,0.3954448355908176,8.222691726259399,-0.12613912755531848
nicole-borawski,664,318,5,6.985497815456227,5.558059091441391,5.558059091441391,5.558059091441391,5.558059091441391,0.5136390125392198,0.5136390125392198,0.5136390125392198,6.628483176938425,0.39614717954631884
christina-arner,42,33,1,4.927798970294788,4.5295466351341584,4.5295466351341584,4.5295466351341584,,0.3241947574730287,0.3241947574730287,,6.75344023175242,-0.19603513789224067
sean-reynolds,627,205,6,6.406774330150864,4.506021395024655,4.506021395024655,4.506021395024655,4.506021395024655,0.6182211502833039,0.6182211502833039,0.6182211502833039,5.933934225796486,0.46859286795302657
sandor-hegedus,8,8,1,3.0,3.0,3.0,,,0.12500144494732582,,,7.658211482751795,-0.47549064031641947
nikola-jovanovic,221,84,3,5.200504917303647,3.9748879113753035,3.9748879113753035,3.9748879113753035,3.9748879113753035,0.6129211960248088,0.6129211960248088,0.6129211960248088,6.661197317616194,0.24775371742989172
steven-kemeny,83,63,3,5.813241955647041,5.039316883826617,5.039316883826617,5.039316883826617,,0.35495606601732527,0.35495606601732527,,7.833126671636528,-0.21143176025218277
anna,1404,363,6,6.670197492622893,4.959216019360676,4.959216019360676,4.959216019360676,4.959216019360676,0.6174409637235122,0.6174409637235122,0.6174409637235122,7.2646158938791805,0.39786211888668255
cc-mccandless,163,97,1,6.23586099807404,5.097202932509216,5.097202932509216,5.097202932509216,5.097202932509216,0.4403861816446645,0.4403861816446645,0.4403861816446645,9.504844540827186,-0.2915384302537644
njptower,362,83,5,4.507442485362237,3.195165328270115,3.195165328270115,3.195165328270115,3.195165328270115,0.7239629587414939,0.7239629587414939,0.7239629587414939,9.101080800500672,-0.08553001847144609
brian-newman8,366,153,2,6.305544036558761,4.758391054674748,4.758391054674748,4.758391054674748,4.758391054674748,0.5573302383253582,0.5573302383253582,0.5573302383253582,10.521600439723727,-0.2541639777191223
james-dennis1,246,108,5,6.006328571384266,4.371048251260521,4.371048251260521,4.371048251260521,4.371048251260521,0.5732947697049845,0.5732947697049845,0.5732947697049845,7.471741088998225,0.128180815409855
johnny-negretti,633,346,33,7.614939352029635,5.724720164633761,5.724720164633761,5.724720164633761,5.724720164633761,0.49215292446041503,0.49215292446041503,0.49215292446041503,7.333743864554466,0.3074250928890576
ike-brooker,923,376,13,7.1822212374150824,5.516821875696025,5.516821875696025,5.516821875696025,5.516821875696025,0.5408850085896674,0.5408850085896674,0.5408850085896674,5.42268870729139,0.5501939174556263
chris81,256,100,3,5.620462048056818,4.541019955654102,4.541019955654102,4.541019955654102,4.541019955654102,0.5559285190858063,0.5559285190858063,0.5559285190858063,7.054956608956864,0.21033945135210233
tharso-vieira,364,166,12,6.563239729073033,5.17001210189036,5.17001210189036,5.17001210189036,5.17001210189036,0.5095997787339217,0.5095997787339217,0.5095997787339217,6.684133624393377,0.3203841298169784
christopher-poage,193,84,8,5.175112446991369,4.259721535444011,4.259721535444011,4.259721535444011,4.259721535444011,0.5684509106718342,0.5684509106718342,0.5684509106718342,8.648386093690016,-0.15011422657171364
yk_mad,337,230,1,7.384773902117155,6.111567626907745,6.111567626907745,6.111567626907745,6.111567626907745,0.38645117557711456,0.38645117557711456,0.38645117557711456,4.644701689136062,0.56428497434812
martijn-meindersma,124,37,4,3.4733079925091643,2.245625891895762,2.245625891895762,2.245625891895762,2.245625891895762,0.7847669327089237,0.7847669327089237,0.7847669327089237,9.46435730340352,-0.341725382756445
james-lashmar,58,34,2,4.667988753599058,3.950731368806967,3.950731368806967,3.950731368806967,,0.4941046986175853,0.4941046986175853,,6.020994671983344,-0.014500910053567627
scott-bowman,52,36,5,4.972087737738647,4.424221870796072,4.424221870796072,4.424221870796072,,0.39015059756504394,0.39015059756504394,,8.579740754088155,-0.40430780369966235
michael-nowak,325,167,4,6.788736058844508,5.370091425886416,5.370091425886416,5.370091425886416,5.370091425886416,0.47579603484383737,0.47579603484383737,0.47579603484383737,7.857307152012192,0.12202981410612837
jonathan-pirc,111,33,1,2.7922260013063473,2.1548004604710336,2.1548004604710336,2.1548004604710336,2.1548004604710336,0.7912379345862715,0.7912379345862715,0.7912379345862715,4.270741131198855,0.5175553718296195
george-cathcart,263,96,4,5.746527649550822,4.368255566495611,4.368255566495611,4.368255566495611,4.368255566495611,0.578497403892468,0.578497403892468,0.578497403892468,6.0736579423196995,0.36144508271583403
jason-woodmansee,172,90,3,5.915768850104661,4.801945630860003,4.801945630860003,4.801945630860003,4.801945630860003,0.48739828937386104,0.48739828937386104,0.48739828937386104,9.228818690495881,-0.24670370463533112
lara-von-trier,151,52,13,4.5893159582308085,3.5144666097687685,3.5144666097687685,3.5144666097687685,3.5144666097687685,0.6437903785236793,0.6437903785236793,0.6437903785236793,8.924298602034966,-0.23436577158657804
kikithedinosaur,637,306,9,7.529469055676406,5.683668842104659,5.683668842104659,5.683668842104659,5.683668842104659,0.4970737232922571,0.4970737232922571,0.4970737232922571,5.3514366711181305,0.5324248740607402
dudu-araujo,52,14,1,3.0997575207735877,2.670476264354386,2.670476264354386,2.670476264354386,,0.6872348946774626,0.6872348946774626,,6.129283016944966,-0.057933572482359655
tanausu-cerdena,125,80,3,5.775488985748733,4.681306642918069,4.681306642918069,4.681306642918069,4.681306642918069,0.470268222697668,0.470268222697668,0.470268222697668,2.8775682935402593,0.7109540053421335
val-vladescu,572,192,11,6.678270513184079,5.146803933828329,5.146803933828329,5.146803933828329,5.146803933828329,0.546479307274082,0.546479307274082,0.546479307274082,6.770923640848249,0.36389253806500454
tobie-cameron,136,71,10,5.353197803760181,4.483232308883936,4.483232308883936,4.483232308883936,4.483232308883936,0.507772025660511,0.507772025660511,0.507772025660511,7.037395012956977,0.03945200756487389
shelia-ferguson,94,69,3,5.882660559563479,5.050256984079491,5.050256984079491,5.050256984079491,,0.3734736981855849,0.3734736981855849,,7.600805038710824,-0.15403899573641147
francis-vachon,432,211,3,6.9852284139396845,5.497254943218923,5.497254943218923,5.497254943218923,5.497254943218923,0.4860545610428162,0.4860545610428162,0.4860545610428162,7.551830338963331,0.2249726051688024
douglas-welch,1320,304,12,5.5812015943146385,4.206438771227937,4.206438771227937,4.206438771227937,4.206438771227937,0.6812931781417583,0.6812931781417583,0.6812931781417583,9.232453957271531,0.17350698809353107
elder-costa,21,18,1,4.106603137064473,3.8432777449314157,3.8432777449314157,3.8432777449314157,,0.32000458104995844,0.32000458104995844,,5.759935259245668,-0.1758955131403101
frank-dimaggio,1235,465,2,7.400681688548075,5.476603941361387,5.476603941361387,5.476603941361387,5.476603941361387,0.5629550338669427,0.5629550338669427,0.5629550338669427,8.067365208532555,0.30025579853591994
gabor-gyarmati,308,117,6,5.870665331441085,4.374862980299019,4.374862980299019,4.374862980299019,4.374862980299019,0.5887586220438797,0.5887586220438797,0.5887586220438797,8.92118226206095,-0.09357937310685246
nick-jackson59,141,60,7,5.034520351157536,3.901847832124922,3.901847832124922,3.901847832124922,3.901847832124922,0.5896940826967754,0.5896940826967754,0.5896940826967754,5.57121912226949,0.34950003214596576
angus-burton,269,176,3,6.974158612332412,5.868171285210087,5.868171285210087,5.868171285210087,5.868171285210087,0.3922810221025501,0.3922810221025501,0.3922810221025501,5.9188920858371254,0.38543964405036607
franciscodisco,106,81,2,6.141703799021513,5.402724001391659,5.402724001391659,5.402724001391659,5.402724001391659,0.33188584651857156,0.33188584651857156,0.33188584651857156,8.025480420215981,-0.18791901717132906
mharrie,242,119,4,6.168274953825283,4.355374780501028,4.355374780501028,4.355374780501028,4.355374780501028,0.5739589459249665,0.5739589459249665,0.5739589459249665,7.761578172893163,0.06100673652517274
dudu-magalhaes,717,161,12,5.571964946434432,4.08243674330088,4.08243674330088,4.08243674330088,4.08243674330088,0.6663929851508301,0.6663929851508301,0.6663929851508301,5.248524030244177,0.5512240623375941
caroline-tunnell-jones,566,152,8,5.975081772686114,4.4390022002082725,4.4390022002082725,4.4390022002082725,4.4390022002082725,0.6192931803605121,0.6192931803605121,0.6192931803605121,6.379235758470383,0.40896770477926114
martin-highley,257,86,3,4.634938205187274,3.5412143014506485,3.5412143014506485,3.5412143014506485,3.5412143014506485,0.6715190645264134,0.6715190645264134,0.6715190645264134,4.49169831820519,0.5621413438791343
marcus-chaloner,45,33,8,4.81708580796078,4.41309623812206,4.41309623812206,4.41309623812206,,0.3650854544705683,0.3650854544705683,,6.4953439481932165,-0.14466274094292061
rik-van-der-schalie,174,72,2,4.5118159480657605,3.4907605613953607,3.4907605613953607,3.4907605613953607,3.4907605613953607,0.6554436536880947,0.6554436536880947,0.6554436536880947,8.244769197427336,-0.11715373689935837
carlos-monteiro,1354,300,9,6.190228620122013,3.9533197529948203,3.9533197529948203,3.9533197529948203,3.9533197529948203,0.7041718537047291,0.7041718537047291,0.7041718537047291,3.610339352725083,0.7333462903714794
nigel-hammersley,215,109,5,6.288578957131263,4.98760916964591,4.98760916964591,4.98760916964591,4.98760916964591,0.4848167079055016,0.4848167079055016,0.4848167079055016,7.140169549988352,0.1594336576557648
trapper-markelz,515,119,5,4.8155739953853125,2.9796664999141615,2.9796664999141615,2.9796664999141615,2.9796664999141615,0.7578164737615753,0.7578164737615753,0.7578164737615753,7.72610465709637,0.22810294979158535
jeff-nascimento,449,148,1,6.462382843545089,4.926459108342186,4.926459108342186,4.926459108342186,4.926459108342186,0.5532532319702484,0.5532532319702484,0.5532532319702484,9.263004306906158,-0.06482799242563601
iain-cottingham,545,314,0,7.4709547660073445,5.933067387685075,5.933067387685075,5.933067387685075,5.933067387685075,0.4565567995347618,0.4565567995347618,0.4565567995347618,,
nadezhda-shukalova,381,117,20,4.951542516648582,3.6910277722428884,3.6910277722428884,3.6910277722428884,3.6910277722428884,0.6754063545961771,0.6754063545961771,0.6754063545961771,5.719857194546476,0.44834909116282806
marty-watts,542,167,3,5.689526411676829,4.005309015796419,4.005309015796419,4.005309015796419,4.005309015796419,0.6606509448305043,0.6606509448305043,0.6606509448305043,9.81235762877738,-0.09853054475526188
paolo-tonon,228,113,2,6.171915299294952,4.6751280712815735,4.6751280712815735,4.6751280712815735,4.6751280712815735,0.5300939115042936,0.5300939115042936,0.5300939115042936,6.845445664082865,0.22323067836454324
sandra-karis,638,316,17,7.731384081653272,6.103192245977399,6.103192245977399,6.103192245977399,6.103192245977399,0.451430203569899,0.451430203569899,0.451430203569899,4.80102498104992,0.5894599663235189
michael-piliero,370,180,14,6.131562011203114,4.561576792472595,4.561576792472595,4.561576792472595,4.561576792472595,0.5801576058482102,0.5801576058482102,0.5801576058482102,5.202359236347618,0.5071803766967814
zach-bray,227,102,0,6.10290151783926,4.72507049631659,4.72507049631659,4.72507049631659,4.72507049631659,0.523456099185892,0.523456099185892,0.523456099185892,,
brad-stebbins,283,217,3,7.461569968310466,6.456409755522192,6.456409755522192,6.456409755522192,6.456409755522192,0.31756766849864576,0.31756766849864576,0.31756766849864576,6.610158611549324,0.2954819475991303
courtenay-rogers,886,263,9,6.361349751425176,4.997102718467596,4.997102718467596,4.997102718467596,4.997102718467596,0.5893315522681272,0.5893315522681272,0.5893315522681272,6.539906021145135,0.4327625490622423
steve-fitzgerald,1444,357,1,6.918752055548796,4.698082659276216,4.698082659276216,4.698082659276216,4.698082659276216,0.6420075982970415,0.6420075982970415,0.6420075982970415,9.149747119504681,0.19623315173748795
marcal-righi,265,78,9,4.750290187127109,3.317589215558941,3.317589215558941,3.317589215558941,3.317589215558941,0.6975178871538046,0.6975178871538046,0.6975178871538046,4.742823477513231,0.5343064983580192
ryan-tandy,720,439,4,8.16659145337265,6.628646197242839,6.628646197242839,6.628646197242839,6.628646197242839,0.4040611031575576,0.4040611031575576,0.4040611031575576,7.4107654990236105,0.3136420541960508
patrick-stephenson,727,312,18,7.30950120093349,5.559714400401886,5.559714400401886,5.559714400401886,5.559714400401886,0.5201005749171435,0.5201005749171435,0.5201005749171435,5.145516005467739,0.5626122118254356
thor-jubera,74,41,2,4.831344996483526,4.0306977987416,4.0306977987416,4.0306977987416,,0.5103245073858893,0.5103245073858893,,7.4,-0.17478898691917025
norm-boyer,1354,371,10,7.05730069168758,4.87056648683283,4.87056648683283,4.87056648683283,4.87056648683283,0.6236166894629029,0.6236166894629029,0.6236166894629029,6.5754861022685684,0.4636285910057915
jennifer-pagliaro,87,54,1,5.280201938422618,4.520452291442253,4.520452291442253,4.520452291442253,,0.45110224926222536,0.45110224926222536,,8.577366612112867,-0.30089162862050534
toshiyuki-saiba,174,67,6,4.991171496092431,3.924461115992966,3.924461115992966,3.924461115992966,3.924461115992966,0.6025339767767246,0.6025339767767246,0.6025339767767246,3.7199439182725893,0.6277476172317489
jean-marc-vidal,54,32,4,4.80823165996414,4.088999014695096,4.088999014695096,4.088999014695096,,0.45990110990189303,0.45990110990189303,,7.047629370010339,-0.18857590422161258
lani-allenegui,531,201,2,6.094820573260165,4.513533929555874,4.513533929555874,4.513533929555874,4.513533929555874,0.6080087574730912,0.6080087574730912,0.6080087574730912,9.3252559798493,-0.04015539902272678
martin-snygg,435,175,13,6.036902815543821,4.412869377280323,4.412869377280323,4.412869377280323,4.412869377280323,0.606694129049623,0.606694129049623,0.606694129049623,8.643119940726347,0.04243081733327363
eric-wu,311,250,63,7.8005711915900555,6.904342384746964,6.904342384746964,6.904342384746964,6.904342384746964,0.26688027261355357,0.26688027261355357,0.26688027261355357,4.727728877616201,0.5487504725588647
brian65,1463,522,7,7.65684921152221,5.472439224903809,5.472439224903809,5.472439224903809,5.472439224903809,0.5731363191233412,0.5731363191233412,0.5731363191233412,4.477626119640645,0.6619047114383334
stefan-baller,116,55,10,4.915997523596275,4.12189531313367,4.12189531313367,4.12189531313367,4.12189531313367,0.5431623683468552,0.5431623683468552,0.5431623683468552,6.122966967296498,0.21533638211766615
cecilia-scolaro,50,31,3,4.38664411301477,3.974546612517411,3.974546612517411,3.974546612517411,,0.4697520877081855,0.4697520877081855,,5.2188861101399056,0.19856157610620942
diogo-cardoso,264,66,5,3.4164877875077146,2.74382435078893,2.74382435078893,2.74382435078893,2.74382435078893,0.7579942665112499,0.7579942665112499,0.7579942665112499,4.265174735824935,0.5908501114539784
dan-w-boles,1951,509,14,7.343431764876185,5.162049436008282,5.162049436008282,5.162049436008282,5.162049436008282,0.6156213558076843,0.6156213558076843,0.6156213558076843,6.498420607366733,0.49690564266057424
anthony-glass,1133,225,2,5.213804595671621,3.542478003455977,3.542478003455977,3.542478003455977,3.542478003455977,0.7332820520063625,0.7332820520063625,0.7332820520063625,4.469747880744028,0.6513539673263037
joakim-jonsson,309,64,1,4.3512464208341735,3.1671401184912664,3.1671401184912664,3.1671401184912664,3.1671401184912664,0.7203126453565282,0.7203126453565282,0.7203126453565282,8.64048428611411,-0.0549986739032709
stephen-tisdale,236,137,6,6.585347638285399,5.255095366241228,5.255095366241228,5.255095366241228,5.255095366241228,0.4591628971650678,0.4591628971650678,0.4591628971650678,8.61032877328596,-0.10513391431548706
jeff-tatanus,573,214,3,6.824540088291809,5.182675450520935,5.182675450520935,5.182675450520935,5.182675450520935,0.5427920996402564,0.5427920996402564,0.5427920996402564,7.333817686658495,0.2948714830443768
steven-hope,161,84,8,5.82726903718609,4.897417499487358,4.897417499487358,4.897417499487358,4.897417499487358,0.46728402821399767,0.46728402821399767,0.46728402821399767,7.577557191246085,-0.03707181638862884
martin-rechsteiner,332,103,12,5.617595447287975,4.053226080476937,4.053226080476937,4.053226080476937,4.053226080476937,0.6294090146515372,0.6294090146515372,0.6294090146515372,9.73040499619427,-0.1801767351628583
florent-gosselin,439,102,5,4.245871595813101,2.9665711007436664,2.9665711007436664,2.9665711007436664,2.9665711007436664,0.753701912959545,0.753701912959545,0.753701912959545,3.1232847893100266,0.7385314907251174
scott-rogers,191,96,9,6.018806954817135,4.808268791212053,4.808268791212053,4.808268791212053,4.808268791212053,0.49691295504761773,0.49691295504761773,0.49691295504761773,5.3744419589390375,0.4196520125476377
omar-yousif,909,472,6,8.053871932264913,6.399553054536135,6.399553054536135,6.399553054536135,6.399553054536135,0.4497717233026945,0.4497717233026945,0.4497717233026945,6.872483338168274,0.3993935286625767
dan-mckinney,1,1,1,-0.0,0.0,,,,,,,5.977279923499917,
dvem,40,3,3,0.3363969571159562,0.760275442126766,0.760275442126766,0.760275442126766,,0.9272880540886569,0.9272880540886569,,4.625784291920546,0.28889028753865087
yoann-rousset,80,58,5,5.618619813556228,4.81670711991418,4.81670711991418,4.81670711991418,,0.38883263904147275,0.38883263904147275,,7.931391329085026,-0.23221220259647282
yannick-mah,491,112,8,5.115827618539905,3.7676681495523727,3.7676681495523727,3.7676681495523727,3.7676681495523727,0.6796445596313155,0.6796445596313155,0.6796445596313155,6.715875031497154,0.3533532548214861
joe-martinoni,569,148,0,5.3830298943208446,4.139626450931991,4.139626450931991,4.139626450931991,4.139626450931991,0.64968662075571,0.64968662075571,0.64968662075571,,
tim-vergeer,584,106,5,4.787845837410471,3.7269844044346736,3.7269844044346736,3.7269844044346736,3.7269844044346736,0.6913790580953062,0.6913790580953062,0.6913790580953062,8.545682904253182,0.13073673234686536
michael-lee62,430,87,2,4.86747097084385,3.6240105253597954,3.6240105253597954,3.6240105253597954,3.6240105253597954,0.6879844494788501,0.6879844494788501,0.6879844494788501,6.878681548041693,0.3163620618019171
len-silber,496,229,4,6.973455007842405,5.370352321586325,5.370352321586325,5.370352321586325,5.370352321586325,0.5117182936073781,0.5117182936073781,0.5117182936073781,6.620393110740079,0.3662785212518576
josh-reed,497,236,9,7.090530226995812,5.550722836229996,5.550722836229996,5.550722836229996,5.550722836229996,0.4917557308908,0.4917557308908,0.4917557308908,5.878367177500721,0.454519003575026
daniel-oleary,431,280,1,7.800034996957629,6.3714788673435825,6.3714788673435825,6.3714788673435825,6.3714788673435825,0.3812978941635535,0.3812978941635535,0.3812978941635535,8.614709844115207,0.046050746760793036
norah-carroll,866,240,10,6.45663957445893,4.723656402433395,4.723656402433395,4.723656402433395,4.723656402433395,0.6144357671823748,0.6144357671823748,0.6144357671823748,5.546491991377847,0.5336709410763555
shelly-berndt,355,180,4,6.435347768956682,5.037595814253225,5.037595814253225,5.037595814253225,5.037595814253225,0.5229912937822164,0.5229912937822164,0.5229912937822164,5.356957305948658,0.4853829867218916
